date,country,iso3,total_articles,gpr_articles,country_gpr_articles,raw_share,index
2025-03-25,Canada,CAN,649,45,45,0.06933744221879815,66.53547661358533
2025-03-26,Canada,CAN,680,69,69,0.10147058823529412,97.37010386382238
2025-03-27,Canada,CAN,620,64,64,0.1032258064516129,99.05439271046167
2025-03-28,Canada,CAN,657,58,58,0.0882800608828006,84.7126132483876
2025-03-29,Canada,CAN,547,44,44,0.08043875685557587,77.18818079128754
2025-03-30,Canada,CAN,227,24,24,0.10572687224669604,101.45438900961383
2025-03-31,Canada,CAN,578,63,63,0.10899653979238755,104.59192742405475
2025-04-01,Canada,CAN,597,46,46,0.07705192629815745,73.93821398927885
2025-04-02,Canada,CAN,704,56,56,0.07954545454545454,76.33097733725207
2025-04-03,Canada,CAN,678,55,55,0.08112094395280237,77.84280031864729
2025-04-04,Canada,CAN,654,59,59,0.09021406727828746,86.56846534185512
2025-04-05,Canada,CAN,575,46,46,0.08,76.7671543506078
2025-04-06,Canada,CAN,248,25,25,0.10080645161290322,96.73280538131021
2025-04-07,Canada,CAN,572,58,58,0.10139860139860139,97.30102605627735
2025-04-08,Canada,CAN,549,56,56,0.10200364298724955,97.88161756908099
2025-04-09,Canada,CAN,658,61,61,0.09270516717325228,88.95889846859946
2025-04-10,Canada,CAN,625,65,65,0.104,99.79730065579012
2025-04-11,Canada,CAN,624,77,77,0.1233974358974359,118.41087510009616
2025-04-12,Canada,CAN,557,40,40,0.0718132854578097,68.91126961454918
2025-04-13,Canada,CAN,242,36,36,0.1487603305785124,142.7488407346013
2025-04-14,Canada,CAN,556,65,65,0.11690647482014388,112.18221746379284
2025-04-15,Canada,CAN,568,56,56,0.09859154929577464,94.60740853067861
2025-04-16,Canada,CAN,605,55,55,0.09090909090909091,87.23540267114522
2025-04-17,Canada,CAN,586,53,53,0.09044368600682594,86.78880504654892
2025-04-18,Canada,CAN,563,54,54,0.09591474245115453,92.03877297808216
2025-04-19,Canada,CAN,561,56,56,0.09982174688057041,95.78789312910064
2025-04-20,Canada,CAN,208,27,27,0.12980769230769232,124.56208939101026
2025-04-21,Canada,CAN,491,55,55,0.1120162932790224,107.48965094917078
2025-04-22,Canada,CAN,552,79,79,0.1431159420289855,137.33254514714707
2025-04-23,Canada,CAN,666,81,81,0.12162162162162163,116.70682249247805
2025-04-24,Canada,CAN,630,51,51,0.08095238095238096,77.6810490452579
2025-04-25,Canada,CAN,631,65,65,0.10301109350237718,98.8483564340235
2025-04-26,Canada,CAN,628,55,55,0.0875796178343949,84.04047550325295
2025-04-27,Canada,CAN,313,38,38,0.12140575079872204,116.49967513271149
2025-04-28,Canada,CAN,662,81,81,0.12235649546827794,117.41199966765919
2025-04-29,Canada,CAN,663,69,69,0.10407239819004525,99.86677319366399
2025-04-30,Canada,CAN,690,58,58,0.08405797101449275,80.661140440856
2025-05-01,Canada,CAN,678,48,48,0.07079646017699115,67.93553482354672
2025-05-02,Canada,CAN,734,55,55,0.07493188010899182,71.90384007635267
2025-05-03,Canada,CAN,658,53,53,0.08054711246200608,77.29215768583231
2025-05-04,Canada,CAN,304,35,35,0.11513157894736842,110.47904614602272
2025-05-05,Canada,CAN,612,56,56,0.0915032679738562,87.80556870167557
2025-05-06,Canada,CAN,612,77,77,0.12581699346405228,120.73265696480391
2025-05-07,Canada,CAN,705,95,95,0.1347517730496454,129.3063770090025
2025-05-08,Canada,CAN,772,90,90,0.11658031088082901,111.86923399538051
2025-05-09,Canada,CAN,714,84,84,0.11764705882352941,112.89287404501145
2025-05-10,Canada,CAN,627,69,69,0.11004784688995216,105.60075060191264
2025-05-11,Canada,CAN,300,37,37,0.12333333333333334,118.34936295718701
2025-05-12,Canada,CAN,596,58,58,0.09731543624161074,93.38286393320578
2025-05-13,Canada,CAN,618,52,52,0.08414239482200647,80.74215263413441
2025-05-14,Canada,CAN,659,65,65,0.09863429438543247,94.64842626687228
2025-05-15,Canada,CAN,660,71,71,0.10757575757575757,103.22855982752183
2025-05-16,Canada,CAN,703,70,70,0.09957325746799431,95.5494453154791
2025-05-17,Canada,CAN,666,64,64,0.0960960960960961,92.2127980187481
2025-05-18,Canada,CAN,331,44,44,0.13293051359516617,127.55871568832112
2025-05-19,Canada,CAN,593,70,70,0.11804384485666104,113.27362572813122
2025-05-20,Canada,CAN,652,75,75,0.11503067484662577,110.38221963756871
2025-05-21,Canada,CAN,701,68,68,0.09700427960057062,93.0842813095815
2025-05-22,Canada,CAN,695,71,71,0.10215827338129496,98.02999926066822
2025-05-23,Canada,CAN,713,67,67,0.09396914446002805,90.17179771196918
2025-05-24,Canada,CAN,641,48,48,0.0748829953198128,71.85693074939887
2025-05-25,Canada,CAN,273,32,32,0.11721611721611722,112.47934703385758
2025-05-26,Canada,CAN,520,45,45,0.08653846153846154,83.04139292734015
2025-05-27,Canada,CAN,573,73,73,0.1273996509598604,122.25135836811451
2025-05-28,Canada,CAN,671,79,79,0.11773472429210134,112.97699690197496
2025-05-29,Canada,CAN,668,67,67,0.10029940119760479,96.24624516262578
2025-05-30,Canada,CAN,626,66,66,0.10543130990415335,101.17077050998631
2025-05-31,Canada,CAN,668,61,61,0.09131736526946108,87.62717843164437
2025-06-01,Canada,CAN,302,41,41,0.1357615894039735,130.27538610823342
2025-06-02,Canada,CAN,619,108,108,0.17447495961227788,167.42432693589745
2025-06-03,Canada,CAN,631,93,93,0.1473851030110935,141.42918689791054
2025-06-04,Canada,CAN,659,63,63,0.09559939301972686,91.73616699712235
2025-06-05,Canada,CAN,681,71,71,0.10425844346549193,100.0453002733692
2025-06-06,Canada,CAN,701,51,51,0.07275320970042796,69.81321098218612
2025-06-07,Canada,CAN,598,66,66,0.11036789297658862,105.90786344356427
2025-06-08,Canada,CAN,273,27,27,0.0989010989010989,94.90444905981732
2025-06-09,Canada,CAN,656,67,67,0.10213414634146341,98.00684720828356
2025-06-10,Canada,CAN,673,92,92,0.13670133729569092,131.17715825141002
2025-06-11,Canada,CAN,695,79,79,0.11366906474820145,109.07563298018015
2025-06-12,Canada,CAN,636,72,72,0.11320754716981132,108.63276559048272
2025-06-13,Canada,CAN,702,84,84,0.11965811965811966,114.82266676372961
2025-06-14,Canada,CAN,649,82,82,0.1263482280431433,121.24242405142216
2025-06-15,Canada,CAN,308,55,55,0.17857142857142858,171.3552552468924
2025-06-16,Canada,CAN,618,113,113,0.18284789644012944,175.4589086087921
2025-06-17,Canada,CAN,626,113,113,0.1805111821086262,173.21662223679476
2025-06-18,Canada,CAN,697,93,93,0.133428981348637,128.03704007543982
2025-06-19,Canada,CAN,536,71,71,0.13246268656716417,127.10979381747092
2025-06-20,Canada,CAN,683,93,93,0.13616398243045388,130.66151820290125
2025-06-21,Canada,CAN,594,60,60,0.10101010101010101,96.92822519016136
2025-06-22,Canada,CAN,291,77,77,0.2646048109965636,253.91197959608246
2025-06-23,Canada,CAN,591,137,137,0.23181049069373943,222.44289648970533
2025-06-24,Canada,CAN,622,116,116,0.1864951768488746,178.95880033501817
2025-06-25,Canada,CAN,732,103,103,0.1407103825136612,135.02419566449115
2025-06-26,Canada,CAN,657,83,83,0.1263318112633181,121.22667068303741
2025-06-27,Canada,CAN,712,74,74,0.10393258426966293,99.73260923358457
2025-06-28,Canada,CAN,625,43,43,0.0688,66.0197527415227
2025-06-29,Canada,CAN,329,36,36,0.1094224924012158,105.00066704490428
2025-06-30,Canada,CAN,777,96,96,0.12355212355212356,118.5593117383904
2025-07-01,Canada,CAN,588,74,74,0.12585034013605442,120.76465607876226
2025-07-02,Canada,CAN,676,58,58,0.08579881656804733,82.33163743223469
2025-07-03,Canada,CAN,589,45,45,0.07640067911714771,73.3132840784667
2025-07-04,Canada,CAN,519,44,44,0.08477842003853564,81.35247570873658
2025-07-05,Canada,CAN,637,45,45,0.0706436420722135,67.7888921855838
2025-07-06,Canada,CAN,254,20,20,0.07874015748031496,75.5582227860313
2025-07-07,Canada,CAN,563,40,40,0.07104795737122557,68.17686887265346
2025-07-08,Canada,CAN,576,69,69,0.11979166666666667,114.95081706145697
2025-07-09,Canada,CAN,649,69,69,0.10631741140215717,102.02106414083086
2025-07-10,Canada,CAN,579,51,51,0.08808290155440414,84.52342124095416
2025-07-11,Canada,CAN,638,59,59,0.09247648902821316,88.7394613378891
2025-07-12,Canada,CAN,618,66,66,0.10679611650485436,102.48042449717059
2025-07-13,Canada,CAN,224,22,22,0.09821428571428571,94.24539038579081
2025-07-14,Canada,CAN,543,42,42,0.07734806629834254,74.22238680307383
2025-07-15,Canada,CAN,554,53,53,0.09566787003610108,91.80187681819072
2025-07-16,Canada,CAN,589,47,47,0.07979626485568761,76.57165225973188
2025-07-17,Canada,CAN,613,48,48,0.07830342577487764,75.13913965801741
2025-07-18,Canada,CAN,558,47,47,0.08422939068100359,80.8256329408281
2025-07-19,Canada,CAN,485,35,35,0.07216494845360824,69.24872170802249
2025-07-20,Canada,CAN,222,14,14,0.06306306306306306,60.51464869980343
2025-07-21,Canada,CAN,446,38,38,0.08520179372197309,81.75874062004192
2025-07-22,Canada,CAN,411,32,32,0.07785888077858881,74.7125589786937
2025-07-23,Canada,CAN,517,51,51,0.09864603481624758,94.65969226017886
2025-07-24,Canada,CAN,601,49,49,0.08153078202995008,78.23607660523673
2025-07-25,Canada,CAN,747,57,57,0.07630522088353414,73.22168336654357
2025-07-26,Canada,CAN,692,48,48,0.06936416184971098,66.56111648896629
2025-07-27,Canada,CAN,224,19,19,0.08482142857142858,81.39374624227389
2025-07-28,Canada,CAN,580,44,44,0.07586206896551724,72.79643947040394
2025-07-29,Canada,CAN,663,66,66,0.09954751131221719,95.52473957654814
2025-07-30,Canada,CAN,726,70,70,0.09641873278236915,92.52239677242675
2025-07-31,Canada,CAN,713,59,59,0.08274894810659186,79.40501589561465
2025-08-01,Canada,CAN,703,71,71,0.10099573257467995,96.91443739141454
2025-08-02,Canada,CAN,714,74,74,0.10364145658263306,99.4532461825101
2025-08-03,Canada,CAN,228,32,32,0.14035087719298245,134.67921815896102
2025-08-04,Canada,CAN,656,71,71,0.10823170731707317,103.85800226549453
2025-08-05,Canada,CAN,676,69,69,0.10207100591715976,97.94625832455506
2025-08-06,Canada,CAN,678,69,69,0.10176991150442478,97.65733130884841
2025-08-07,Canada,CAN,653,73,73,0.11179173047473201,107.2741628559412
2025-08-08,Canada,CAN,652,84,84,0.12883435582822086,123.62808599407697
2025-08-09,Canada,CAN,673,70,70,0.10401188707280833,99.8087073652033
2025-08-10,Canada,CAN,209,24,24,0.11483253588516747,110.19208758460448
2025-08-11,Canada,CAN,581,78,78,0.1342512908777969,128.82611960730225
2025-08-12,Canada,CAN,683,69,69,0.10102489019033675,96.9424167311848
2025-08-13,Canada,CAN,696,72,72,0.10344827586206896,99.26787200509628
2025-08-14,Canada,CAN,650,62,62,0.09538461538461539,91.5300686488016
2025-08-15,Canada,CAN,613,75,75,0.12234910277324633,117.4049057156522
2025-08-16,Canada,CAN,617,72,72,0.1166936790923825,111.97802093281526
2025-08-17,Canada,CAN,245,32,32,0.1306122448979592,125.33412955201273
2025-08-18,Canada,CAN,582,64,64,0.10996563573883161,105.52186165031998
2025-08-19,Canada,CAN,605,58,58,0.09586776859504133,91.9936973622986
2025-08-20,Canada,CAN,698,63,63,0.09025787965616046,86.61050723653815
2025-08-21,Canada,CAN,650,62,62,0.09538461538461539,91.5300686488016
2025-08-22,Canada,CAN,669,55,55,0.08221225710014948,78.89001287898783
2025-08-23,Canada,CAN,604,55,55,0.09105960264900662,87.37983214576631
2025-08-24,Canada,CAN,234,26,26,0.1111111111111111,106.62104770917749
2025-08-25,Canada,CAN,524,61,61,0.11641221374045801,111.70792975637107
2025-08-26,Canada,CAN,609,50,50,0.08210180623973727,78.78402540087006
2025-08-27,Canada,CAN,697,68,68,0.0975609756097561,93.61848091537536
2025-08-28,Canada,CAN,659,74,74,0.11229135053110774,107.75359298074689
2025-08-29,Canada,CAN,675,74,74,0.10962962962962963,105.19943373972178
2025-08-30,Canada,CAN,650,49,49,0.07538461538461538,72.33828006114965
2025-08-31,Canada,CAN,222,18,18,0.08108108108108109,77.80454832831872
2025-09-01,Canada,CAN,523,47,47,0.08986615678776291,86.23461411277644
2025-09-02,Canada,CAN,602,63,63,0.10465116279069768,100.42214958655089
2025-09-03,Canada,CAN,745,76,76,0.10201342281879194,97.89100219205021
2025-09-04,Canada,CAN,666,57,57,0.08558558558558559,82.12702323544752
2025-09-05,Canada,CAN,636,53,53,0.08333333333333333,79.96578578188311
2025-09-06,Canada,CAN,654,55,55,0.08409785932721713,80.69941684410222
2025-09-07,Canada,CAN,291,27,27,0.09278350515463918,89.0340707674575
2025-09-08,Canada,CAN,659,61,61,0.09256449165402124,88.82390772737244
2025-09-09,Canada,CAN,655,68,68,0.10381679389312977,99.62149801223912
2025-09-10,Canada,CAN,713,93,93,0.13043478260869565,125.16383861512139
2025-09-11,Canada,CAN,635,85,85,0.13385826771653545,128.4489787362532
2025-09-12,Canada,CAN,655,71,71,0.1083969465648855,104.01656410101437
2025-09-13,Canada,CAN,611,46,46,0.07528641571194762,72.24404869328883
2025-09-14,Canada,CAN,305,31,31,0.10163934426229508,97.53204036347711
2025-09-15,Canada,CAN,684,60,60,0.08771929824561403,84.17451134935064
2025-09-16,Canada,CAN,621,70,70,0.11272141706924316,108.16628028467281
2025-09-17,Canada,CAN,680,78,78,0.11470588235294117,110.07055219388617
2025-09-18,Canada,CAN,712,68,68,0.09550561797752809,91.6461814578885
2025-09-19,Canada,CAN,707,54,54,0.07637906647807638,73.29254481847278
2025-09-20,Canada,CAN,679,51,51,0.07511045655375552,72.07520014508462
2025-09-21,Canada,CAN,248,20,20,0.08064516129032258,77.38624430504817
2025-09-22,Canada,CAN,635,69,69,0.10866141732283464,104.27034744472319
2025-09-23,Canada,CAN,672,49,49,0.07291666666666667,69.97006255914772
2025-09-24,Canada,CAN,671,49,49,0.07302533532041729,70.07433985059205
2025-09-25,Canada,CAN,692,72,72,0.10404624277456648,99.84167473344944
2025-09-26,Canada,CAN,664,60,60,0.09036144578313253,86.70988819722265
2025-09-27,Canada,CAN,625,52,52,0.0832,79.8378405246321
2025-09-28,Canada,CAN,272,21,21,0.07720588235294118,74.08594859203878
2025-09-29,Canada,CAN,661,69,69,0.1043872919818457,100.16894194765389
2025-09-30,Canada,CAN,641,65,65,0.10140405616224649,97.30626038981096
2025-10-01,Canada,CAN,685,65,65,0.0948905109489051,91.05593125528296
2025-10-02,Canada,CAN,620,72,72,0.11612903225806452,111.43619179926938
2025-10-03,Canada,CAN,690,110,110,0.15942028985507245,152.97802497403725
2025-10-04,Canada,CAN,587,75,75,0.12776831345826234,122.6051230045908
2025-10-05,Canada,CAN,313,55,55,0.1757188498402556,168.61795084997718
2025-10-06,Canada,CAN,609,103,103,0.16912972085385877,162.29509232579233
2025-10-07,Canada,CAN,610,77,77,0.12622950819672132,121.12850174173771
2025-10-08,Canada,CAN,694,78,78,0.11239193083573487,107.85010877787118
2025-10-09,Canada,CAN,677,92,92,0.1358936484490399,130.4021085719335
2025-10-10,Canada,CAN,733,81,81,0.11050477489768076,106.03921388811786
2025-10-11,Canada,CAN,604,51,51,0.08443708609271523,81.02493526243786
2025-10-12,Canada,CAN,265,40,40,0.1509433962264151,144.84368745397694
2025-10-13,Canada,CAN,587,72,72,0.12265758091993186,117.70091808440716
2025-10-14,Canada,CAN,607,71,71,0.11696869851729819,112.24192666583923
2025-10-15,Canada,CAN,706,79,79,0.11189801699716714,107.3761542793558
2025-10-16,Canada,CAN,668,77,77,0.11526946107784432,110.61135638092814
2025-10-17,Canada,CAN,727,81,81,0.11141678129298486,106.914365584581
2025-10-18,Canada,CAN,619,67,67,0.10823909531502424,103.86509171023268
2025-10-19,Canada,CAN,279,36,36,0.12903225806451613,123.81799088807708
2025-10-20,Canada,CAN,620,62,62,0.1,95.95894293825974
2025-10-21,Canada,CAN,630,54,54,0.08571428571428572,82.25052251850835
2025-10-22,Canada,CAN,706,52,52,0.07365439093484419,70.67797496868988
2025-10-23,Canada,CAN,644,78,78,0.12111801242236025,116.22356442832702
2025-10-24,Canada,CAN,665,57,57,0.08571428571428572,82.25052251850835
2025-10-25,Canada,CAN,634,47,47,0.07413249211356467,71.13675580596542
2025-10-26,Canada,CAN,301,36,36,0.11960132890365449,114.76817095605816
2025-10-27,Canada,CAN,553,49,49,0.08860759493670886,85.02691146428079
2025-10-28,Canada,CAN,563,48,48,0.0852575488454707,81.81224264718415
2025-10-29,Canada,CAN,641,47,47,0.07332293291731669,70.35991135878639
2025-10-30,Canada,CAN,595,52,52,0.08739495798319327,83.8632778620085
2025-10-31,Canada,CAN,645,48,48,0.07441860465116279,71.41130637265842
2025-11-01,Canada,CAN,565,41,41,0.07256637168141593,69.63392319413538
2025-11-02,Canada,CAN,277,25,25,0.09025270758122744,86.60554416810446
2025-11-03,Canada,CAN,548,56,56,0.10218978102189781,98.0602336595355
2025-11-04,Canada,CAN,542,41,41,0.07564575645756458,72.58886827432931
2025-11-05,Canada,CAN,707,66,66,0.09335219236209336,89.57977700035563
2025-11-06,Canada,CAN,661,58,58,0.08774583963691376,84.19998018788297
2025-11-07,Canada,CAN,631,36,36,0.05705229793977813,54.74678202499763
2025-11-08,Canada,CAN,558,48,48,0.08602150537634409,82.54532725871806
2025-11-09,Canada,CAN,302,23,23,0.076158940397351,73.0813141582773
2025-11-10,Canada,CAN,588,51,51,0.08673469387755102,83.22969540563344
2025-11-11,Canada,CAN,580,44,44,0.07586206896551724,72.79643947040394
2025-11-12,Canada,CAN,650,51,51,0.07846153846153846,75.2908629207884
2025-11-13,Canada,CAN,613,45,45,0.0734094616639478,70.44294342939132
2025-11-14,Canada,CAN,612,43,43,0.07026143790849673,67.42213311021517
2025-11-15,Canada,CAN,519,34,34,0.06551059730250482,62.86327668402372
2025-11-16,Canada,CAN,328,19,19,0.057926829268292686,55.585973043504126
2025-11-17,Canada,CAN,528,45,45,0.08522727272727272,81.78319000419863
2025-11-18,Canada,CAN,574,29,29,0.050522648083623695,48.480999045462234
2025-11-19,Canada,CAN,677,46,46,0.06794682422451995,65.20105428596675
2025-11-20,Canada,CAN,631,48,48,0.07606973058637084,72.9957093666635
2025-11-21,Canada,CAN,614,58,58,0.09446254071661238,90.64525554428444
2025-11-22,Canada,CAN,588,42,42,0.07142857142857142,68.54210209875696
2025-11-23,Canada,CAN,300,47,47,0.15666666666666668,150.33567726994025
2025-11-24,Canada,CAN,575,70,70,0.12173913043478261,116.81958270744663
2025-11-25,Canada,CAN,596,53,53,0.08892617449664429,85.33261704241218
2025-11-26,Canada,CAN,638,37,37,0.05799373040752351,55.65017066952367
2025-11-27,Canada,CAN,512,59,59,0.115234375,110.57768815151026
2025-11-28,Canada,CAN,586,38,38,0.06484641638225255,62.22593569375204
2025-11-29,Canada,CAN,572,40,40,0.06993006993006994,67.10415590088094
2025-11-30,Canada,CAN,278,38,38,0.1366906474820144,131.16690041920398
2025-12-01,Canada,CAN,554,47,47,0.08483754512635379,81.40921151801818
2025-12-02,Canada,CAN,607,58,58,0.09555189456342669,91.69058798054472
2025-12-03,Canada,CAN,700,52,52,0.07428571428571429,71.28378618270723
2025-12-04,Canada,CAN,637,71,71,0.11145996860282574,106.95580767058776
2025-12-05,Canada,CAN,597,49,49,0.08207705192629816,78.76027142336227
2025-12-06,Canada,CAN,527,39,39,0.07400379506641366,71.01325947992656
2025-12-07,Canada,CAN,299,26,26,0.08695652173913043,83.44255907674759
2025-12-08,Canada,CAN,578,57,57,0.0986159169550173,94.63079147890666
2025-12-09,Canada,CAN,547,48,48,0.08775137111517367,84.20528813595004
2025-12-10,Canada,CAN,638,51,51,0.07993730407523511,76.70699200393804
2025-12-11,Canada,CAN,529,63,63,0.11909262759924386,114.28002656163258
2025-12-12,Canada,CAN,575,63,63,0.10956521739130434,105.13762443670196
2025-12-13,Canada,CAN,518,39,39,0.07528957528957529,72.24708059058166
2025-12-14,Canada,CAN,324,74,74,0.22839506172839505,219.16548695775373
2025-12-15,Canada,CAN,589,108,108,0.1833616298811545,175.95188178832007
2025-12-16,Canada,CAN,589,89,89,0.15110356536502548,144.9973840663008
2025-12-17,Canada,CAN,690,93,93,0.13478260869565217,129.33596656895878
2025-12-18,Canada,CAN,622,86,86,0.1382636655948553,132.67635197251346
2025-12-19,Canada,CAN,635,67,67,0.10551181102362205,101.24801853328194
2025-12-20,Canada,CAN,544,64,64,0.11764705882352941,112.89287404501145
2025-12-21,Canada,CAN,290,33,33,0.11379310344827587,109.19465920560592
2025-12-22,Canada,CAN,525,60,60,0.11428571428571428,109.66736335801113
2025-12-23,Canada,CAN,500,73,73,0.146,140.1000566898592
2025-12-24,Canada,CAN,454,60,60,0.13215859030837004,126.81798626201729
2025-12-25,Canada,CAN,178,30,30,0.16853932584269662,161.72855551392092
2025-12-26,Canada,CAN,419,52,52,0.12410501193317422,119.08985758447508
2025-12-27,Canada,CAN,434,47,47,0.10829493087557604,103.91867092392184
2025-12-28,Canada,CAN,256,28,28,0.109375,104.9550938387216
2025-12-29,Canada,CAN,477,81,81,0.16981132075471697,162.94914838572407
2025-12-30,Canada,CAN,464,94,94,0.2025862068965517,194.39958267664687
2025-12-31,Canada,CAN,500,62,62,0.124,118.98908924344207
